"reviewStatus"	"reviewNote"	"genre"	"macroGenre"	"matchScore"	"reviewPriority"	"recommendation"	"riskFlags"	"title"	"creator"	"license"	"licenseUrl"	"referenceUrl"	"candidateAudioUrl"	"subject"	"identifier"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - August 2010"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-August_2010"	"https://archive.org/download/The_Overnightscape_Underground-August_2010/onsug_Aug10_20_Late_Night_Music_Show.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-August_2010"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"Overnightscape - Vault 2 (2007-2009)"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/Overnightscape_Vault_2_2007-2009"	"https://archive.org/download/Overnightscape_Vault_2_2007-2009/onsug_vault_WFMU_L6_1_e11.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"Overnightscape_Vault_2_2007-2009"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - March 2014"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/4.0/"	"https://archive.org/details/The_Overnightscape_Underground-March_2014"	"https://archive.org/download/The_Overnightscape_Underground-March_2014/onsug_Mar14_05_Mr_Headvisits_Pinball_Infinitude.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-March_2014"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - March 2009"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/us/"	"https://archive.org/details/TheOvernightscapeUnderground-March2009"	"https://archive.org/download/TheOvernightscapeUnderground-March2009/onsug_Mar09_36_Rampler_252.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"TheOvernightscapeUnderground-March2009"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - May 2010"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-May_2010"	"https://archive.org/download/The_Overnightscape_Underground-May_2010/onsug_May10_62_FN_Show_1500.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-May_2010"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - December 2008"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/us/"	"https://archive.org/details/TheOvernightscapeUnderground-December2008"	"https://archive.org/download/TheOvernightscapeUnderground-December2008/onsug_Dec08_32_vidkids85_2.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"TheOvernightscapeUnderground-December2008"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - March 2016"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-March_2016"	"https://archive.org/download/The_Overnightscape_Underground-March_2016/onsug_Mar16_12_The_Overnightscape_1266_Cruising.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-March_2016"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - November 2015"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-November_2015"	"https://archive.org/download/The_Overnightscape_Underground-November_2015/onsug_Nov15_57_midnightcitizen144_lofi.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-November_2015"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - July 2010"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-July_2010"	"https://archive.org/download/The_Overnightscape_Underground-July_2010/onsug_Jul10_04_FN_Realm_of.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-July_2010"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape - Summer 2006"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape-Summer_2006"	"https://archive.org/download/The_Overnightscape-Summer_2006/onsug_overnightscape_545_14.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape-Summer_2006"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape - Summer 2005"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape-Summer_2005"	"https://archive.org/download/The_Overnightscape-Summer_2005/onsug_overnightscape_250_10.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape-Summer_2005"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - Day 2"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/us/"	"https://archive.org/details/TheOvernightscapeUnderground-Day2"	"https://archive.org/download/TheOvernightscapeUnderground-Day2/onsug_day02_01_ug_oldskool.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"TheOvernightscapeUnderground-Day2"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"17"	"reject-or-review-carefully"	"spoken-word"	"Overnightscape - Midnight Cassette System"	"Frank Edward Nora"	"CC0"	"http://creativecommons.org/publicdomain/zero/1.0/"	"https://archive.org/details/Overnightscape-Midnight_Cassette_System"	"https://archive.org/download/Overnightscape-Midnight_Cassette_System/Midnight_Cassette_011_Ambient_I.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"Overnightscape-Midnight_Cassette_System"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - June 2010"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-June_2010"	"https://archive.org/download/The_Overnightscape_Underground-June_2010/onsug_Jun10_56_FN_Imaginary.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-June_2010"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - April 2010"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-April_2010"	"https://archive.org/download/The_Overnightscape_Underground-April_2010/onsug_Apr10_68_Tune_In_Drop.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-April_2010"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - December 2010"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-December_2010"	"https://archive.org/download/The_Overnightscape_Underground-December_2010/onsug_Dec10_08_FN_1613_Cup_O_Batteries.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-December_2010"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - March 2010"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-March_2010"	"https://archive.org/download/The_Overnightscape_Underground-March_2010/onsug_Mar10_37_Shields.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-March_2010"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - May 2015"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-May_2015"	"https://archive.org/download/The_Overnightscape_Underground-May_2015/onsug_May15_09_The_Night_Pool_16.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-May_2015"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - April 2009"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/us/"	"https://archive.org/details/TheOvernightscapeUnderground-April2009"	"https://archive.org/download/TheOvernightscapeUnderground-April2009/onsug_Apr09_30_RamplerWFMU3.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"TheOvernightscapeUnderground-April2009"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - April 2015"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-April_2015"	"https://archive.org/download/The_Overnightscape_Underground-April_2015/onsug_Apr15_24_Central_Sho.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-April_2015"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - March 2013"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-March_2013"	"https://archive.org/download/The_Overnightscape_Underground-March_2013/onsug_Mar13_39_The_Overnightscape_960_The_Animaniac_Pope.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-March_2013"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"7"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - October 2015"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-October_2015"	"https://archive.org/download/The_Overnightscape_Underground-October_2015/onsug_Oct15_07_The_Overnightscape_1221_Help_Mr_Ragtime.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-October_2015"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"73"	"maybe-review"	""	"Various Artists - The Definitive Daft Club Volume One (TDCD001)"	"Various Artists"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"https://archive.org/details/The_Definitive_Daft_Club-Volume_One"	"https://archive.org/download/The_Definitive_Daft_Club-Volume_One/15.Electromatic-TheVoyageToSpace.mp3"	"The Definitive Daft Club"	"The_Definitive_Daft_Club-Volume_One"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"71"	"maybe-review"	""	" MIDI Dreams"	"Dial-up for Murder"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/4.0/"	"https://archive.org/details/DialUpForMurderMIDIDreams"	"https://archive.org/download/DialUpForMurderMIDIDreams/Dial-up%20for%20Murder%20-%20MIDI%20Dreams%20-%2004%20Dave.flac"	"8-bit; electronic; midicore; bobby prince; chiptune; doom; doomcore; midi; post-midicore; soundtrack; synthwave; vaporwave; video game; witch; house; Auckland"	"DialUpForMurderMIDIDreams"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"77"	"maybe-review"	""	"glaciære - water slide"	"glaciære"	"CC-BY"	"https://creativecommons.org/licenses/by/4.0/"	"https://archive.org/details/glaciaerewaterslide"	"https://archive.org/download/glaciaerewaterslide/glaci%C3%A6re%20-%20water%20slide/glaci%C3%A6re%20-%20water%20slide%20-%2002%20Waveform.flac"	"vaporwave; vapor; wave; electronic music; music; creative commons; stevia sphere; glaciaere; Glaciære; hypangogic drift; 2017"	"glaciaerewaterslide"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"59"	"low-confidence-review"	""	"glaciære - pool water blue"	"glaciære"	"CC-BY"	"https://creativecommons.org/licenses/by/4.0/"	"https://archive.org/details/glaciaerepoolwaterblue"	"https://archive.org/download/glaciaerepoolwaterblue/glaci%C3%A6re%20-%20pool%20water%20blue/glaci%C3%A6re%20-%20pool%20water%20blue%20-%2002%20Take%20some%20time%20(to%20show%20some%20love).flac"	"vaporwave; vapor; wave; electronic music; music; creative commons; stevia sphere; glaciaere; Glaciære; hypangogic drift; 2016"	"glaciaerepoolwaterblue"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"77"	"maybe-review"	""	"glaciære - bath"	"glaciære"	"CC-BY"	"https://creativecommons.org/licenses/by/4.0/"	"https://archive.org/details/glaciaerebath"	"https://archive.org/download/glaciaerebath/glaci%C3%A6re%20-%20bath/glaci%C3%A6re%20-%20bath%20-%2001%20Showering%20for%20hours%20(feat.%20zkribblez).flac"	"vaporwave; vapor; wave; electronic music; music; creative commons; stevia sphere; glaciaere; hypangogic drift; 2019"	"glaciaerebath"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"77"	"maybe-review"	""	"glaciære - hammock"	"glaciære"	"CC-BY"	"https://creativecommons.org/licenses/by/4.0/"	"https://archive.org/details/glaciaerehammock"	"https://archive.org/download/glaciaerehammock/glaci%C3%A6re%20-%20hammock/glaci%C3%A6re%20-%20hammock%20-%2009%20Watching%20the%20snow%20through%20the%20window.flac"	"vaporwave; vapor; wave; electronic music; music; creative commons; stevia sphere; glaciaere; Glaciære; hypangogic drift; 2017"	"glaciaerehammock"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"77"	"maybe-review"	""	"glaciære - light ripples"	"glaciære"	"CC-BY"	"https://creativecommons.org/licenses/by/4.0/"	"https://archive.org/details/glaciaerelightripples"	"https://archive.org/download/glaciaerelightripples/glaci%C3%A6re%20-%20light%20ripples/glaci%C3%A6re%20-%20light%20ripples%20-%2007%20Light%20Dancing%20on%20the%20Pool%20Surface.flac"	"vaporwave; vapor; wave; electronic music; music; creative commons; stevia sphere; glaciaere; glaciære; hypangogic drift; 2019"	"glaciaerelightripples"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"61"	"67"	"maybe-review"	""	"ＳＴＡＲＴＵＰ ＫＩＤ Z"	"Anonymous420"	"CC0"	"http://creativecommons.org/publicdomain/zero/1.0/"	"https://archive.org/details/anonymous-420-startup-kidz"	"https://archive.org/download/anonymous-420-startup-kidz/Anonymous420%20-%20%EF%BC%B3%EF%BC%B4%EF%BC%A1%EF%BC%B2%EF%BC%B4%EF%BC%B5%EF%BC%B0%20%EF%BC%AB%EF%BC%A9%EF%BC%A4%EF%BC%BA%20-%2002%20%EF%BC%A1%20%EF%BC%A2%20%EF%BC%A3%20%EF%BC%A4%20%EF%BC%A5%20%EF%BC%B6%20%EF%BC%A9%20%EF%BC%A3%20%EF%BC%A5.flac"	"vaporwave"	"anonymous-420-startup-kidz"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"60"	"80"	"review-first"	""	"Barzin - It's Come to This [BadPanda005]"	"Barzin"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/badpanda005"	"https://archive.org/download/badpanda005/Barzin-ItsComeToThis.mp3"	"barzin; it's come to this; bad panda records; creative commons music; netlabel"	"badpanda005"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"60"	"62"	"maybe-review"	""	"[LBN042] Macchiato Funky - ""Bugella 20-50"""	"Macchiato Funky"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/4.0/"	"https://archive.org/details/LBN042MacchiatoFunky-Bugella20-50"	"https://archive.org/download/LBN042MacchiatoFunky-Bugella20-50/04.Sospeso.flac"	"electronica; funky; instrumental; soundtrack; La bèl; netlabel; creative commons; free; ambient; Soft electro rock; Psycho electric ambient; road music; travel; Funk; Funkytronica; electrofunk; instrumental funk; funkadelic; Trip Funkytronica; Slow Dance; Psychotronica; Hop; Psychotronica; Cinema; Dream; hypnotic; R&B; Soul; Fusion; electro-blues; instrumental soul; Reggae; Electro-Psycho-Reggae; videogame; summer; hot; Western; Asia; Documentary; artrock; dream pop; post-rock; electro-post-rock; spot; spring; breakfast"	"LBN042MacchiatoFunky-Bugella20-50"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"60"	"66"	"maybe-review"	""	"Iacon - 現象 Phenomenon"	"Iacon"	"CC-BY-ND"	"http://creativecommons.org/licenses/by-nd/4.0/"	"https://archive.org/details/KD001"	"https://archive.org/download/KD001/KD001%20Iacon%20-%20%E7%8F%BE%E8%B1%A1%20Phenomenon/Iacon%20-%20%E7%8F%BE%E8%B1%A1%20Phenomenon%20-%2005%20%E8%B7%AF%E5%BE%84%20upon%20which%20pathways%20I%20traverse.mp3"	"electronic; ambient; electronica; kaiseki; lo-fi; storytelling; vaporscape"	"KD001"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"57"	"77"	"maybe-review"	""	"Laszlo Hollyfield - Exodo [rith008]"	"Laszlo Hollyfield"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/rith008"	"https://archive.org/download/rith008/08_Laszlo_Hollyfield_-_E-Motion.mp3"	"rithmus; netlabel; Laszlo Hollyfield"	"rith008"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"57"	"3"	"reject-or-review-carefully"	"spoken-word"	"The Overnightscape Underground - February 2011"	"Frank Edward Nora"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/The_Overnightscape_Underground-February_2011"	"https://archive.org/download/The_Overnightscape_Underground-February_2011/onsug_Feb11_26_midnight_citizen18.mp3"	"ons; onsug; overnightscape; overnightscape underground; frank nora; frank edward nora; nightpool; night pool; rampler; sheps; stream of consciousness; monologue; talk shows; internet radio; podcasting; bluffcosm; onsugta"	"The_Overnightscape_Underground-February_2011"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"57"	"81"	"review-first"	""	"Transfer Protocol"	"Choenyi"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/RAR011_Choenyi_Transfer_Protocol_EP"	"https://archive.org/download/RAR011_Choenyi_Transfer_Protocol_EP/01_Transfer_Protocol.mp3"	"Minimal; Techno; Minimal Techno; Tech House; Experimental Techno"	"RAR011_Choenyi_Transfer_Protocol_EP"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"57"	"81"	"review-first"	""	"Digital Nature"	"Jak"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/RAR012_Jak_Digital_Nature_EP"	"https://archive.org/download/RAR012_Jak_Digital_Nature_EP/03_Somonat.mp3"	"minimal; dub; techno; tech-house; dub-tech; tech-dub; deep"	"RAR012_Jak_Digital_Nature_EP"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"シティ・ポップ"	"pop"	"55"	"79"	"review-first"	""	"TT 00040 BOTTLESMOKER HYPNAGOGIC REMIX"	"papaontacult"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/TT00040BOTTLESMOKERHYPNAGOGICREMIX"	"https://archive.org/download/TT00040BOTTLESMOKERHYPNAGOGICREMIX/BoredomAndFreedomcerumentric.mp3"	"hypnagogic; remix; hypnagogic remix; bottlesmoker; tsefula"	"TT00040BOTTLESMOKERHYPNAGOGICREMIX"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"81"	"review-first"	""	"[S27-058] Altered:Carbon & Kendall WA - Hilander"	"Altered:Carbon & Kendall WA"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/s27-058AlteredcarbonKendallWa-Hilander"	"https://archive.org/download/s27-058AlteredcarbonKendallWa-Hilander/1-05HearMeNow.mp3"	"Altered; Carbon; Kendall; Washington; Hilander; Instrumentals; Section; 27; [S27-058]; Electronic; Abstract; Hip-Hop; Glitch; Hop; Experimental; Creative Commons; BY-NC-ND; Netlabels; Netaudio; MP3; Spokane; Scotland; [S27-035]; [S27-043]; Shodan; Nonima; Mitoma"	"s27-058AlteredcarbonKendallWa-Hilander"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"81"	"review-first"	""	"[45rpm053-2012] Jared C. Balogh  - Drifting Soul"	"Jared C. Balogh"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/45rpm053-2012JaredC.Balogh-DriftingSoul"	"https://archive.org/download/45rpm053-2012JaredC.Balogh-DriftingSoul/01Jared_C_Balog_-_Emotions_leading_To_Howhere.mp3"	"45RPM-REC; 45RPM-Records label; Jared C. Balogh; jazz"	"45rpm053-2012JaredC.Balogh-DriftingSoul"
